repository,language,architecture,community,continuous_integration,documentation,history,issues,license,size,unit_test,stars,scorebased_org,randomforest_org,scorebased_utl,randomforest_utl
hexablade/contro,C,1,1,0,0.153693,0,0,0,424,0,0,0,0,0,0
peted70/ms-band-azure,C#,0.75,1,0,0.176842,0,0,0,385,0,6,0,0,0,0
SM719/CPU_Scheduler,C++,1,1,0,0.112514,0,0,0,776,0,0,0,0,0,0
balena/stun-msg,C++,0.918919,1,0,0.280604,0,0,1,41337,0.532164,0,0,0,1,0
franaln/rootutils,Python,0.5,1,0,0.088889,3,0,0,532,0,0,0,0,1,0
profemzy/now,PHP,0.111111,1,0,0.122363,0,0,0,208,0,0,0,0,0,0
rubenVillca/BuscadorTexto,Java,1,0,0,0.048,0,0,0,238,0,0,0,0,0,0
atw1214/PracticeAppArt,Java,0.5,1,0,0.246154,0,0,0,100,0,0,0,0,0,0
lenn4rd/exercism,Ruby,0.333333,1,0,0.025974,0,0,0,295,0.793333,0,0,0,1,0
klen/muffin-peewee,Python,1,1,1,0.092486,0,0,1,472,0,0,0,0,1,1
juja256/2048,C++,1,1,0,0.008889,0,0,1,224,0,0,0,0,1,0
ekarulf/BinocularVision,C#,0.5,0,0,0.210526,0,0,0,630,0,3,0,0,0,0
Dune/larreco,C++,0.944444,4,0,0.303729,25,0,1,67137,0.002369,0,1,0,1,0
freezingwind/lobby-server,C#,0.6,1,0,0.052903,0,0,0,16542,0,2,0,0,0,0
www-thoughtworks-com/hacienda,Ruby,0.97546,2,0,0.002966,0,0,1,6446,0.516984,3,1,0,1,0
serg72u/PrimeNumbers,Java,0.5,1,0,0.1278,0,0,0,1324,0,0,0,0,0,0
fmof/maxent-mwe,C,0,1,0,0.020513,0,0,0,284,0,0,0,0,0,0
emergent-interfaces/simple-video-oembed,PHP,1,0,0,0.256906,0,0,1,2069,0,3,0,0,1,0
mrabaev48/CurrencyVer3,Java,0.625,1,0,0.08134,0,0,0,627,0,0,0,0,0,0
Dune/larsim,C++,0.979592,2,0,0.283199,0,0,0,18195,0.004366,0,0,0,1,0
CharlesMrl/NetworkSocket,Java,0.636364,2,0,0.133333,0,0,0,1716,0,0,0,0,1,0
MalikG15/C-Program,C,0.333333,1,0,0,0,0,0,44,0,0,0,0,0,0
EthanDelong/MyPoints,PHP,0.5,1,0,0.25,0,0,1,36,0,0,0,0,1,0
Dune/larpandora,C++,1,2,0,0.267997,0,0,0,30149,0,0,0,0,1,0
RidgeRun/af-alg-rr,C,0.75,2,0,0.09291,0,0,1,742,0.285928,0,1,0,1,0
freegreek/jforumsecuresso,Java,0.75,1,0,0.198473,0,0,1,222,0.203704,0,0,0,1,1
freegreek/lightproof-el,Python,0.75,1,0,0.118661,0,0,1,882,0,1,0,0,1,0
xcerox/libreriajRR,Java,0.375,1,0,0.103179,0,0,0,1610,0,0,0,0,0,0
q2apro/graph-padowan,C++,0.635389,1,0,0.124166,0,0,1,142317,0.001074,0,0,0,1,0
Dune/larevt,C++,1,1,0,0.179154,0,0,0,2465,0.089383,0,0,0,1,0
lu-mac-admins/osx-utils,Python,1,1,0,0.366337,0,0,1,68,0,0,0,0,1,0
Dune/larexamples,C++,0,1,0,0.526658,0,0,0,364,0,0,0,0,0,0
Dune/lareventdisplay,C++,0.952381,2,0,0.175058,0,0,0,10372,0,0,0,0,1,0
NoUserNameAvailable/climbordie,C#,0.935484,3,0,0.000171,205,1,0,931195,0,0,0,1,1,1
ArchLinuxARM-n900/clutter08,C,0.924528,4,0,0.130675,2.439024,0,1,144800,0.3795,0,1,0,1,1
Dune/lardata,C++,0.940092,3,0,0.348779,20,0,0,22185,0.136254,0,1,0,1,0
lucciano/devops-cookbook,Ruby,0,1,0,0,0,0,1,63,0,0,0,0,0,0
barbanet/magento-dc-regions,PHP,0.7,1,0,0.363961,0,0,1,720,0,2,0,0,1,0
freegreek/openthesaurus-gr-android,Java,0.909091,3,0,0.338702,0.142857,0,1,4229,0,0,0,0,1,1
jeffreytgilbert/Db2Obj,PHP,0.9375,1,0,0.050909,14,0,0,783,0,2,0,0,1,0
crandino/R-Type_personal,C,0.3,1,0,0.351376,0,0,0,16776,0,0,0,0,0,0
honeythecat/bitter_v2,Ruby,0.170213,1,0,0.504983,0,0,0,655,0.230303,0,0,0,1,0
saranicole/myrecipes,Ruby,0.068966,1,0,0.372014,0,0,0,446,0.055556,0,0,0,1,0
DavidEighmey/Java,Java,0.454545,1,0,0.029065,0,0,0,1236,0,0,0,0,0,0
asmita93/Final1,Java,0.666667,1,0,0.038411,0,0,0,1513,0,0,0,0,0,0
akeimach/akeimach.github.io,PHP,0.4,1,0,0.091004,0,0,1,15602,0,0,0,0,1,0
Adoyle2014/blogapp,Ruby,0.134615,2,0,0.354659,1,0,0,568,0.137652,0,0,0,1,0
Telligent/Social-Rest-SDK,C#,0.953125,1,0,0.110738,0,0,1,6319,0.311764,3,0,0,1,1
christor/rest-order-service,Java,0.928571,1,1,0.111349,0,0,0,1777,0.663283,0,0,0,1,1
james2doyle/pyro-nav-select,PHP,0.5,1,0,0.311475,0,0,1,72,0,0,0,0,1,0
wuicorp/wuiguardians,Ruby,0.38806,1,1,0.287045,0,0,0,1626,0.39205,0,0,0,1,0
GoogleCloudPlatform/appengine-java-snippets,Java,0.818182,2,1,0.295652,0,0,1,520,1,18,1,0,1,1
ruijose/code-challenges,Ruby,0.666667,1,0,0.015284,0,0,0,687,0.720621,0,0,0,1,0
chengkaizone/weixin,Java,0.285714,1,0,0.261304,0,0,0,1699,0,0,0,0,0,0
jschneider/com.cedarsoft.otec.lecture,Java,0.930769,2,0,0.393914,0.388889,0,1,2908,0.418131,0,1,0,1,1
Kloudtek/teamcity-configurator,Java,1,1,0,0.068627,0,0,0,303,0,0,0,0,0,0
theWishyWasher/Darts_Test,C++,0,1,0,0.152632,0,0,0,644,0,0,0,0,0,0
ChrisBAshton/smartresolution,PHP,0.954545,1,1,0.064535,0,0,1,7966,0.235279,6,0,0,1,1
hamiltonkibbe/FxDSP,C,0.649123,1,0,0.243455,0,0,1,6936,0.123665,9,0,0,1,0
eelpie/squadlist-api-client,Java,0.964286,1,0,0.00096,0,0,0,2086,0.061988,0,0,0,0,0
Brightmd/TxPx,Python,0.666667,1,0,0.366782,0,0,1,369,0.601093,0,0,0,1,0
ymenager/teamcity-configurator,Java,1,1,0,0.070707,0,0,0,294,0,0,0,0,0,0
IvanStarodubtsev/reverse-string,C,0,1,0,0.055556,0,0,0,35,0,0,0,0,0,0
Auchindoun/EDC,Java,0,1,0,0.225166,0,0,0,234,0,0,0,0,0,0
ndejay/sl-rails-trailer,Ruby,0.076923,0,0,0.462312,0,0,0,333,0.050847,2,0,0,1,0
ClaudioNazareth/examecontroler,Java,0.818182,1,0,0.022929,0,0,0,2642,0,0,0,0,0,0
ckchow/deep_ascii_soccer,C,0.5,1,0,0.320026,0,0,1,3111,0,2,0,0,1,0
efueger/sample_app,Ruby,0.45,1,0,0.392308,0,0,0,412,0.107527,1,0,0,1,0
BrianLitz/CS0,Python,0.153846,1,0,0.010661,0,0,0,464,0,0,0,0,0,0
Kevin-Jin/bloomberg-helper-daemon,Java,0.555556,2,0,0.09434,0,0,0,578,0,0,0,0,1,0
lifecodemohit/Android-Server-Connect,Java,0.4,1,0,0.084362,0,0,0,483,0,0,0,0,0,0
fabriciols/m-fit,C++,0.036364,1,0,0.402958,0,0,0,12416,0,0,0,0,0,0
Naios/FnC-Cpp,C++,1,1,1,0.186511,0,0,1,1350,0,0,0,0,1,1
spiritistz/Project-HiFilm,Java,0.388889,1,0,0.390826,0,0,1,6816,0,0,0,0,1,0
kauri-lab/kauri-parser,Ruby,0.5,1,1,0,0,0,1,995,0.598639,1,0,0,1,1
DanielFabian/DataStructuresAndAlgorithms,Java,0.5,1,0,0.026775,0,0,1,818,0.553719,0,0,0,1,0
magicknight/Observer,Python,1,1,0,0.23176,0,0,1,362,0,0,0,0,1,1
jeffthemaximum/Ruby-Practice-2,Ruby,0.125,1,0,0.534202,0,0,0,143,0.321678,0,0,0,0,0
upendralingareddygari/Data-Structures,Java,0.933333,1,0,0.140017,0,0,1,5107,0,0,0,0,1,0
mtbtiago/items_capture,Ruby,0.044444,1,0,0.466855,0,0,0,771,0.079511,0,0,0,1,0
AJtheSecond/CS0class-files,Python,0.5,1,0,0.174603,0,0,0,52,0,0,0,0,0,0
googlesamples/android-nearby-cpp,C++,0.944444,1,0,0.226436,0,0,1,4970,0,7,0,0,1,0
JacopKane/li3_flickr,PHP,1,1,0,0.301639,0,0,1,433,0,1,0,0,1,1
JacopKane/lithium_flickr_example,PHP,0.055556,1,0,0.309902,0,0,1,1129,0,1,0,0,1,0
netstart/POCs,Java,0.722222,1,0,0.020652,0,0,0,1816,0.201939,0,0,0,1,0
SaschaNaz/saenaru,C,0.030303,0,0,0.221763,0,0,1,559,0,1,0,0,1,0
diplomaofsoftware/java,Java,0.666667,2,0,0.130233,0,0,0,1309,0,0,0,0,1,0
libliotech/libs,Java,0.893443,1,1,0.608759,0,0,1,18945,0.001066,0,0,0,1,0
elliottsj/csc369-svn,C,0.966667,1,0,0.235248,50,0,1,3179,0.520609,1,1,0,1,1
lamsam/xml2graphdb,Python,1,1,0,0.334559,0,0,0,181,0,0,0,0,0,0
percolator/mimic,C++,1,0,0,0.137436,0,0,1,841,0.403595,2,0,0,1,1
srwareham/CampaignAdvisor,Python,0.333333,1,0,0.16215,0,0,1,5441,0.006897,0,0,0,1,0
coroom/The-AO-Project,Java,0.769231,1,0,0.03966,0,0,0,1356,0.131374,0,0,0,1,0
GoogleCloudPlatform/appengine-blobstore-python,Python,0,1,0,0.47191,0,0,1,114,0,3,0,0,1,0
google-code-export/webpasswordsafe,Java,0.982906,1,0,0.193026,2.5,0,1,11501,0.009946,0,1,0,1,1
CSB-IG/visibility_graph,Python,0.666667,1,0,0.144928,0,0,1,60,0,2,0,0,1,0
FRC-Team-399-EagleRobotics/FRC0399-Code-2012,Java,0.933333,1,0,0.371945,36,0,0,4839,0,5,0,0,1,0
kohsah/portal.buildout,Python,0,2,0,0.207143,0.708333,0,0,321,0,0,0,0,1,0
JMarcosSF/SkyBabbleWizard,Java,1,1,0,0.113055,0,0,0,717,0,0,0,0,0,0
vehicle-history/vehicle-history-android,Java,0.809524,1,1,0.087967,0,0,1,3012,0,2,0,0,1,1
amethystAnt/Qtag,C++,1,1,0,0.053314,0,0,1,2357,0,1,0,0,1,0
fthiery/jamman-tools,Python,0.727273,1,0,0.103659,0,0,0,304,0,0,0,0,0,0
Zonamar/MTG_Cards,C++,0.6,1,0,0.25,0,0,0,108,0,0,0,0,0,0
Didacti/botornado,Python,0.919847,1,1,0.411276,0,0,1,25424,0.008671,0,0,0,1,1
mookerz/LeetCode-Rotate-Array,Java,0,1,0,0.166667,0,0,0,39,0,0,0,0,0,0
gfusca/ahoradatos,Java,0.534314,1,0,0.379493,0,0,0,18352,0.115754,0,0,0,1,0
Didacti/tornadozencoder,Python,0.818182,1,1,0.150641,0,0,1,1731,0.443103,0,0,0,1,1
sergsalo/EFCache.RedisCache,C#,0.666667,1,0,0.034632,0,0,1,240,0,3,0,0,1,0
jcausey-astate/redact_pdf,Python,0,0,0,0.478571,0,0,0,121,0,0,0,0,0,0
jwdeitch/Mozzarella,PHP,0.190476,1,0,0.164801,0,0,0,13002,0.01324,0,0,0,1,0
FancyCardGame/AAUno,Java,0.25,1,0,0.081218,0,0,0,398,0,1,0,0,0,0
galla192/my_crazy_cat_app2,Ruby,0.210526,0,0,0.388669,0,0,0,621,0,0,0,0,0,0
mookerz/LeetCode-Intersection-of-Two-Linked-Lists,Java,1,1,0,0,0,0,0,68,0,0,0,0,0,0
minman/browse-word-at-caret,Java,1,1,0,0.222607,0,0,1,700,0.081967,1,0,0,1,1
dcm4che/dcm4chee-integration-examples,Java,1,1,0,0.352941,0,0,1,164,0,0,0,0,1,0
simudream/kmlcircle,Python,1,1,0,0.466667,0,0,0,223,0,0,0,0,0,0
Lesnyman/RPN_calculator_python,Python,0,1,0,0.055556,0,0,0,102,0,0,0,0,0,0
niosus/LearnIt-Reincarnation,Java,0.833333,1,0,0.090053,0,0,1,1600,0,0,0,0,1,0
jeremux/web-service,Java,0.705882,2,0,0.248767,0,0,0,1196,0.304808,0,0,0,1,0
delargo/we-heart-pics-test,Java,0.846154,0,0,0.11103,0,0,0,1220,0,0,0,0,0,0
jcomo/memcached-stats-recorder,Python,0.75,1,0,0.247059,0,0,0,260,0,1,0,0,0,0
cclough715/RecipeScraper,Python,1,2,0,0.086538,0,0,0,380,0,2,0,0,1,0
ayush/swagger-samples,Java,0.744681,1,0,0.169434,0,0,1,1998,0,0,0,0,1,0
dheerajbsc/mycode,Java,0.297297,1,0,0.211193,0,0,0,1497,0,0,0,0,0,0
NOD-Studios/NOD-php-environment,PHP,0,1,0,0.146965,0,0,1,293,0,1,0,0,1,1
sega0113/test,Java,0.272727,1,0,0.00381,0,0,0,523,0,0,0,0,0,0
rvs-fluid-it/wizard-in-a-box,Java,1,1,0,0.027233,0,0,1,1871,0.137656,23,0,0,1,1
lukasmartinelli/repostruct,Python,1,0,0,0.176871,0,0,1,201,0,1,0,0,1,0
gwAdvNet2015/lec-12-code,C,0.857143,1,0,0.183646,0,0,1,611,0,0,0,0,1,0
beatphp/framework,PHP,0.754098,1,1,0.518857,0,0,0,2480,0.194142,0,0,0,1,0
zhuimeng93/bookstore,Java,0.85,1,0,0.165497,0,0,1,36156,0,0,0,0,1,0
jmoak3/Tracer,C,0.65,1,0,0.142704,0,0,0,18430,0.020607,10,0,0,1,0
rom-eventstore/rom-event_store,Ruby,0.5,1,1,0.095941,0,0,1,273,0.207865,3,0,0,1,1
Der-Eddy/EddyIMG,PHP,0.153846,1,0,0.018817,0,0,0,392,0,1,0,0,0,0
diafygi/openpgp-python,Python,0,1,0,0.38917,0,0,1,847,0,13,0,0,1,0
DomDomDoy/Network-Animations,Python,0,1,0,0.150579,0,0,0,228,0,0,0,0,0,0
nazarzel/testing,C#,0.2,1,0,0.000993,0,0,0,26150,0.797297,0,0,0,0,0
hobarrera/todoman,Python,1,1,0,0.191388,0,0,1,417,0,18,0,0,1,1
mi9rom/achartengine,Java,1,1,0,0.430586,0,0,1,7551,0,0,0,0,1,0
PiJoules/C-Practice-Problems,C,0.473684,1,0,0.276454,0,0,0,796,0,0,0,0,0,0
potito-coluccelli/vaadinSpringMvp,Java,0.888889,1,0,0.353723,0,0,0,246,0,0,0,0,0,0
GeoLabs/QgsWPSClientPlugin,Python,0.804348,1,0,0.170993,0,0,1,5273,0,1,0,0,1,0
looker/Remedian,Python,0,1,0,0,0,0,1,230,0,2,0,0,1,0
Artur-/customdatefield,Java,1,1,0,0.066514,0,0,0,407,0,0,0,0,0,0
edm1/gwas-enrichment,Python,1,1,0,0.280952,0,0,1,728,0,0,0,0,1,0
heatherleaf/py-trindikit,Python,1,1,0,0.327012,0,0,1,1321,0.138614,0,0,0,1,1
hmartiro/android-arduino-bluetooth,Java,0.75,1,0,0.207331,0,0,1,763,0,1,0,0,1,0
carlosh10/new_options,Ruby,0.076923,1,0,0.479233,0,0,0,342,0.050847,0,0,0,1,0
Ibanheiz/java-jsf-spring,Java,0.888889,0,0,0.104878,0,0,0,737,0,1,0,0,0,0
EpiphanTest1/qaTestMavenProject,Java,0.333333,1,0,0.109244,0,0,0,107,0.5875,0,0,0,0,0
google-admin/mozc-devices,C,0.666667,0,0,0.416242,0,0,1,2496,0,48,0,0,1,0
mthli/Send2SN,C,0.833333,0,0,0.151099,0,0,0,311,0,2,0,0,0,0
StephenCleary/AsyncEx.Testing,C#,1,1,1,0.058493,0,0,1,840,0.886866,0,0,0,1,1
noullet/corba,Java,0.962963,0,0,0.124085,0,0,0,2754,0,2,0,0,0,0
DonnerPartyOfOne/4604HW5,Java,0.333333,1,0,0.009346,0,0,0,106,0,0,0,0,0,0
codyma94/personal-website,Ruby,0.287879,1,0,0.216634,0,0,0,1613,0.084577,0,0,0,1,0
AlekseyDurachenko/audiowebpagedog,Python,1,1,0,0.374648,0,0,1,284,0,0,0,0,1,0
mbonaci/solr-data-import-scheduler,Java,0.75,1,0,0.286667,0,0,1,266,0,4,0,0,1,1
maelys-mcardle/quiet-editor,Python,0.666667,1,0,0.105042,0,0,1,214,0,0,0,0,1,1
cooper-software/simpleobserver,Python,0.666667,1,1,0.025974,0,0,1,85,0.363636,0,0,0,1,1
tomsivan/Advanced_Programming,C++,1,1,0,0.249624,0,0,0,499,0,0,0,0,0,0
tsuibin/project-aos,C++,0.875,1,0,0.062347,0,0,0,827,0,0,0,0,0,0
flyaruu/tasman,Java,0.782609,1,0,0.012119,0,0,1,8991,0.102435,0,0,0,1,0
FunParba/funparba.eu,PHP,0.711538,1,0,0.243755,0,0,1,1003,0,0,0,0,1,0
tmylk/news_app_churn,Python,0.52381,1,0,0.292985,0,0,0,1047,0.521401,2,0,0,1,0
jcfr/MinimalistiCli,C++,0,0,0,0.019608,0,0,0,87,0,1,0,0,0,0
kohsah/zope-alchemist,Python,0.796117,3,0,0.251088,1.433628,0,1,10531,0.065596,0,1,0,1,1
google-admin/packetdrill,C,0.897196,0,0,0.255923,0,0,1,14165,0.400572,28,0,0,1,1
google/packetdrill,C,0.897196,0,0,0.255923,0,0,1,14165,0.400572,28,0,0,1,1
krrk/syringepump,Python,1,1,0,0.033898,0,0,0,230,0,0,0,0,0,0
8cylinder/tv-downloader,Python,0.888889,2,0,0.205224,6.666667,0,1,1948,0,20,1,0,1,1
HidinMTA/mtasa-blue,C++,0.909539,0,0,0.243762,0,0,1,1426556,0.114272,0,0,0,1,0
djblue/semaphores,C,0,1,0,0.029605,0,0,0,449,0,0,0,0,0,0
ekonoval/yii2eng,PHP,0.32967,1,1,0.228242,0,0,1,2500,0,0,0,0,1,1
gracicot/sioc,C++,0,1,0,0,0,0,1,324,0,8,0,0,1,0
prosicraft/BukkitWrapper,Java,0.736842,1,0,0.365288,0,0,0,684,0,0,0,0,0,0
pswongae/150331_lab,Java,1,1,0,0.16411,0,0,0,545,0.245872,0,0,0,1,0
sukkla01/adossw,PHP,0.866075,2,0,0.182156,0,0,1,591420,0.058381,0,1,0,1,1
joseperti/Programaci-n-Gr-fica-en-Pygame,Python,1,1,0,0.07722,0,0,0,591,0,0,0,0,0,0
Segmented/ucc,C,0,1,0,0,0,0,0,204,0,1,0,0,0,0
c-j-j/Negamax_CS,C#,0.8,1,0,0.140449,0,0,0,301,0.539604,0,0,0,1,0
clarkduvall/serpy,Python,0.727273,1,1,0.002597,0,0,1,389,0.410326,367,0,0,1,1
yklogansmall/remaxTourApp,PHP,0.272727,2,0,0.149948,0,0,0,14828,0.007296,0,0,0,1,0
shevkenov/automate-your-page,Python,0,1,0,0.109312,0,0,0,220,0,0,0,0,0,0
matthew-gould/final-project,Ruby,0.106383,1,1,0.472313,0,0,0,686,0.141361,0,0,0,1,1
Rendaw/polytaxis-unwrap,C++,0,1,0,0.032362,0,0,1,296,0,0,0,0,1,0
fcaviggia/classification-banner,Python,0,2,0,0.235955,3.3,0.1,1,137,0,18,1,0,1,1
Plug-Drupal/plug_field,PHP,0.791667,1,1,0.638078,0,0,0,604,0,2,0,0,0,0
cooper-software/observer,Python,0.666667,1,1,0.025974,0,0,1,85,0.363636,0,0,0,1,1
aldoKelvianto/RGSS,Ruby,0,1,0,0.290816,0,0,0,139,0,0,0,0,0,0
nthach1/CIS3270,Java,0.5,1,0,0.076923,0,0,0,12,0,0,0,0,0,0
sivang/MyRSS_flat,Java,0.714286,0,0,0.268204,0,0,1,2430,0,1,0,0,1,0
luzexi/Unity3Dsymbol,C#,0,1,0,0.091603,0,0,1,146,0,2,0,0,1,0
dasdo/hmac-authenticate,PHP,1,1,0,0.426829,0,0,0,188,0,0,0,0,0,0
yeifabgm/facturacio-inventario,Python,0.173913,1,0,0.071896,0,0,1,6236,0.001887,0,0,0,1,0
tphoney/xbmc-content-compare,Java,0.909091,0,0,0.087129,0,0,0,922,0,1,0,0,0,0
cgao/Game2048,C++,0.875,1,0,0.198157,0,0,1,710,0,0,0,0,1,0
whiteley/chef-ubumirror,Ruby,0.125,1,1,0.163934,0,0,1,435,0.133333,0,0,0,1,1
bpowell/bandwidthmon,C,0.833333,2,0,0.050542,0,0,0,263,0,0,0,0,1,0
cyberkov/puppet-augeas,Ruby,0.333333,1,1,0.096154,0,0,1,141,0,1,0,0,1,1
yxd123/PythonModule,Python,0.8,1,0,0.093484,0,0,0,1331,0,0,0,0,0,0
whoisronnoc/Poop,Java,1,0,0,0,0,0,0,251,0,0,0,0,0,0
codacy/codacy-api-java,Java,1,2,1,0,0,0,0,428,0.078292,0,0,0,1,0
cyberkov/puppet-etckeeper,Ruby,0.166667,1,1,0.099548,0,0,1,460,0.396396,0,0,0,1,1
tphoney/music-share-sync,Java,0.886364,0,0,0.223871,0,0,1,3705,0,1,0,0,1,0
camunda-ci/camunda-dattln,Java,0.940476,2,0,0.22736,0,0,1,5547,0.103369,0,1,0,1,0
lionleaf/danpriest,C#,1,1,0,0.07701,0,0,0,7335,0,0,0,0,0,0
tphoney/xbmc-offline-content-scanner,Java,0.5,0,0,0.082609,0,0,0,211,0,1,0,0,0,0
mikrain/YNet,C#,0.833333,1,0,0.158054,0,0,0,2509,0,0,0,0,0,0
whoisronnoc/SpacePlugin,Java,0,0,0,0.017544,0,0,0,123,0,0,0,0,0,0
itmo153277/vpnes,C++,0.805556,1,0,0.138356,0,0,1,17749,0.019767,0,0,0,1,0
whoisronnoc/SlackChat,Java,1,0,0,0.031142,0,0,0,283,0,0,0,0,0,0
whoisronnoc/MIFU,Java,1,0,0,0.035573,0,0,0,496,0,0,0,0,0,0
penzomassimo/guessme_game_android_project,Java,0.5,1,0,0.041441,0,0,0,553,0,0,0,0,0,0
dasolma/pydestrian-tracker,Python,1,1,0,0.166667,0,0,0,1427,0,0,0,0,0,0
whoisronnoc/ServerInterface,Java,1,0,0,0.022831,0,0,0,216,0,0,0,0,0,0
jurek333/AkkaLab1,C#,0.666667,1,0,0.175492,0,0,0,535,0,0,0,0,0,0
xysmlx/GEXF-Editor,C++,0.909091,1,0,0.191059,0,0,0,3457,0,0,0,0,0,0
Mesuva/lat_long_updater,PHP,0,0,0,0,0,0,0,62,0,1,0,0,0,0
mahmoudelzayet/crouver,Python,0.5,1,0,0.043478,0,0,0,222,0,0,0,0,0,0
rwarbelow/1502-task-manager,Ruby,0.6,1,0,0,0,0,0,155,0,0,0,0,0,0
VovaNazarenko/SimpleAndroidApp,Java,0.5,1,0,0.093878,0,0,0,482,0,0,0,0,0,0
cisco/gst-plugin-dlnasrc,C,0.5,2,0,0.179164,3.333333,0,1,3514,0,1,1,0,1,1
tphoney/music-cohesion,Java,0.5,0,0,0.048214,0,0,0,533,0,1,0,0,0,0
smartalgorithmjp/vagrant-rails-mysql,Ruby,0.030303,1,0,0.241935,0,0,0,1021,0,2,0,0,0,0
damirazo/django-blank,Python,0.2,1,0,0.172727,0,0,0,92,0,0,0,0,0,0
linuxhub/check_url_http_status,Python,1,1,0,0.247525,0,0,0,81,0,1,0,0,0,0
rlbozhko/SensorApp,Java,0.25,1,0,0.08296,0,0,0,445,0,0,0,0,0,0
rexwest/CSE167-Spring-2015-Starter-Code,C++,1,1,0,0.103988,0,0,0,1778,0,0,0,0,0,0
gholts/base-gae-webapp2-jinja2,Python,0.762712,0,0,0.276275,0,0,1,32322,0.13617,0,0,0,1,0
cltk/latin_proper_names_cltk,Python,0,2,0,0.285714,0,0,1,33,0,2,0,0,1,0
hellflame/qiniu,Python,0,1,0,0.011173,0,0,0,180,0,1,0,0,0,0
livelovelearn/SimpleJava,Java,0.166667,0,0,0.083916,0,0,0,135,0,1,0,0,0,0
mrlongth/Work_001,C#,0.973868,1,0,0.191854,0,0,1,214270,0,0,0,0,1,0
lluidesia/lost-and-found_android,Java,0.4,2,0,0.100402,0,0,0,496,0,0,0,0,1,0
GiTechLab/LearnPython3,Python,0.25,1,0,0.130682,0,0,1,153,0,0,0,0,1,0
barneoudh/iutvalence-java-tp-2015-g3f-binome4,Java,1,2,0,0.473684,0,0,0,55,0,0,0,0,1,0
sydtju/number07_sort,C,0.5,1,0,0.045977,0,0,0,86,0,0,0,0,0,0
KarlVogel/gw2tools,C++,0.5,0,0,0.067692,0,0,1,611,0.874788,2,0,0,1,0
frankhucek/Huffman_Encoding_Project,Java,1,1,0,0.248031,0,0,0,199,0,0,0,0,0,0
AxelSilvestre/iutvalence-java-tp-2015-g3f-binome2,Java,0.928571,3,0,0.019248,0,0,0,1078,0,0,0,0,1,0
d3QUone/build_django_templates,Python,0.5,1,0,0.074037,0,0,1,959,0,0,0,0,1,0
immlf/SynthControl,Java,0.272727,1,0,0.233387,0,0,0,2405,0,0,0,0,0,0
tdz/platform_system_geolocationd,C,0.571429,1,0,0.226766,0,0,1,2,0.78125,0,0,0,1,0
behinddesign/chalkboard,PHP,0.846154,1,1,0.25452,0,0,1,550,0.33547,0,0,0,1,1
fabiuz7/MapReducePageRank,Java,0.984848,2,0,0.42021,0,0,1,8945,0,0,0,0,1,0
ThibBal/twitter-trends,Java,0.777778,1,0,0.116188,0,0,0,677,0.058651,0,0,0,1,0
baiqj/linux-host-manager,Python,0.95,3,0,0.234805,100,0,1,131279,0.011605,0,1,0,1,0
Batlord/iutvalence-java-tp-2015-g3f-binome1,Java,0.666667,2,0,0.545455,0,0,0,47,0,0,0,0,1,0
Keyros/RegKR,C#,0.22807,1,0,0.219637,0,0,0,1671,0,0,0,0,0,0
LOEWB/iutvalence-java-tp-2015-g3f-binome8,Java,0.4,2,0,0.454545,0,0,0,31,0,0,0,0,1,0
joni2back/hole,PHP,0.980827,1,0,0.451641,0,0,0,115718,0.002454,0,0,0,1,0
vtch99/WeChat-Bus-Audio-App,Java,0.804598,0,0,0.159632,0,0,0,4040,0.05585,2,0,0,1,0
gholts/gather-form-responses,Python,0.781176,0,0,0.235992,0,0,1,41128,0.133521,0,0,0,1,0
gholts/repeating-expiries,Python,0.763466,0,0,0.275288,0,0,1,32679,0.134814,2,0,0,1,0
ChatProject/P2PChat,Java,1,1,0,0,0,0,0,206,0,0,0,0,0,0
matgargano/easy-wordpress-settings-pages,PHP,0.5,0,0,0.328283,0,0,0,343,0,4,0,0,0,0
gholts/mediasite,PHP,0.4,0,0,0.250902,0,0,1,20781,0,0,0,0,1,0
gholts/spr,PHP,0.809524,0,0,0.056514,0,0,0,2193,0,0,0,0,0,0
sectioneight/TokyoPI,Ruby,0.870968,0,0,0.011224,0,0,1,1084,0.403528,2,0,0,1,1
klaus94/Music_bearbeiten,Python,0.666667,1,0,0.193878,0,0,0,240,0,0,0,0,0,0
blacktornado/NewsTicker,PHP,0,0,0,0.078431,0,0,0,284,0,1,0,0,0,0
BThacker/codingbatJAVA,Java,0.125,1,0,0.382965,0,0,0,949,0,0,0,0,0,0
rex073521/Homework3_1,Java,0.5,1,0,0.087838,0,0,0,576,0,0,0,0,0,0
ktejas/Accelerated-C-Solutions,C++,0.166667,1,0,0.109091,0,0,0,52,0,0,0,0,0,0
prisa1987/Triary_mobile,Java,0.911765,1,0,0.101907,0,0,0,4098,0,0,0,0,0,0
Guiraud/WB,PHP,0.166667,2,0,0.088766,0,0,0,824,0,0,0,0,1,0
alibaba/java-dns-cache-manipulator,Java,0.666667,1,1,0.177817,0,0,1,554,0.218935,100,0,0,1,1
VirgilBontempi/iutvalence-java-tp-2015-g3f-binome3,Java,0.4,2,0,0.5125,0,0,0,45,0,0,0,0,1,0
aloisdg/PlaygroundCs,C#,0.25,1,0,0.166107,0,0,0,490,0,0,0,0,0,0
picrap/OneFileExplorer,C#,0,1,0,0.097222,0,0,1,67,0,0,0,0,1,0
